timestamp,distance,max_speed
2026-01-15 18:59:35.635263,0.17748700082302094,57.46784210205078
2026-01-15 19:06:32.527960,0.1797475814819336,50.794647216796875
2026-01-15 19:10:05.838310,2.86322021484375,45.28841018676758
2026-01-15 19:11:45.518450,0.2841815948486328,27.551860809326172
2026-01-15 19:12:07.256744,0.29371178150177,55.69272232055664
2026-01-15 19:12:22.963301,0.1641383171081543,54.56988525390625
2026-01-17 22:02:20.426053,1.7927738428115845,45.72905731201172
2026-01-17 23:19:38.186784,0.29532483220100403,35.222896575927734
2026-01-17 23:22:54.552973,0.8808234930038452,45.597267150878906
2026-01-17 23:25:06.318886,0.8144408464431763,30.395566940307617
2026-01-17 23:25:30.363788,0.19891567528247833,38.716365814208984
2026-01-17 23:26:45.172246,0.5309454202651978,31.618940353393555
2026-01-17 23:27:10.667806,0.19915887713432312,40.222312927246094
2026-01-17 23:27:45.692287,0.2808234989643097,24.9678955078125
2026-01-17 23:28:40.267744,0.41348549723625183,27.48326301574707
2026-01-17 23:30:00.014441,0.5520824790000916,21.171741485595703
2026-01-17 23:30:45.078493,0.3117045760154724,20.840072631835938
2026-01-17 23:31:27.654946,0.36331433057785034,34.16044616699219
2026-01-17 23:32:09.711856,0.3641112148761749,30.239717483520508
2026-01-17 23:33:17.356147,0.36736539006233215,39.63297653198242
2026-01-17 23:33:53.149551,0.3155280649662018,35.96247482299805
2026-01-17 23:34:25.942617,0.2929743528366089,33.55040740966797
2026-01-17 23:35:13.324407,0.35088130831718445,33.46001434326172
2026-01-17 23:35:56.792410,0.34895074367523193,31.706571578979492
2026-01-17 23:38:12.267034,0.7636634111404419,31.01306915283203
2026-01-17 23:39:58.759665,0.7528533935546875,40.654361724853516
2026-01-17 23:40:53.744904,0.3434576094150543,40.01993179321289
2026-01-18 20:03:02,0.1825452744960785,30.331050872802734
2026-01-18 20:17:46,0.1678856909275055,42.2841911315918
2026-01-18 20:18:35,0.2265455722808838,37.25424575805664
2026-01-19 18:40:20,0.20912738144397736,46.170692443847656
2026-01-19 18:51:04,0.3808099627494812,43.54366683959961
2026-01-19 18:54:44,0.33140844106674194,57.49042892456055
2026-01-19 19:16:04,0.448578417301178,42.442745208740234
2026-01-19 19:37:20,0.25527697801589966,45.14955520629883
2026-01-19 19:47:24,0.4494287371635437,46.990379333496094
2026-01-19 20:09:30,0.19996748864650726,29.796829223632812
2026-01-19 20:09:48,0.16634497046470642,42.074710845947266
